SN,timestamp,end,Status,Watts,Lumens,Temp,Voltage
SMBLB26,2024-01-07 13:00:00,2024-01-07 14:00:00,1,9.74,538.13,61.7,113
SMBLB26,2024-01-07 14:00:00,2024-01-07 15:00:00,1,17.75,759.8,74.74,121
SMBLB26,2024-01-07 15:00:00,2024-01-07 16:00:00,1,7.4,320.66,66.88,125
SMBLB26,2024-01-07 16:00:00,2024-01-07 17:00:00,1,12.15,360.88,89.11,127
SMBLB26,2024-01-07 17:00:00,2024-01-07 18:00:00,1,17.2,402.44,65.28,121
SMBLB26,2024-01-07 18:00:00,2024-01-07 19:00:00,1,8.25,381.62,71.0,129
SMBLB26,2024-01-07 19:00:00,2024-01-07 20:00:00,1,9.98,540.79,61.62,119
SMBLB26,2024-01-07 20:00:00,2024-01-07 21:00:00,1,8.2,322.91,86.46,127
SMBLB26,2024-01-07 21:00:00,2024-01-07 22:00:00,1,6.16,495.66,77.27,114
SMBLB26,2024-01-07 22:00:00,2024-01-07 23:00:00,1,5.02,708.07,69.72,118
SMBLB26,2024-01-07 23:00:00,2024-01-08 00:00:00,1,14.95,594.0,69.5,124
SMBLB26,2024-01-08 00:00:00,2024-01-08 01:00:00,1,9.93,513.86,75.97,125
SMBLB26,2024-01-08 01:00:00,2024-01-08 02:00:00,1,18.73,400.36,82.0,118
SMBLB26,2024-01-08 02:00:00,2024-01-08 03:00:00,1,5.75,732.85,66.4,129
SMBLB26,2024-01-08 03:00:00,2024-01-08 04:00:00,1,17.18,781.9,81.67,115
SMBLB26,2024-01-08 04:00:00,2024-01-08 05:00:00,1,5.11,625.66,65.19,126
SMBLB26,2024-01-08 05:00:00,2024-01-08 06:00:00,1,15.59,475.74,62.75,124
SMBLB26,2024-01-08 06:00:00,2024-01-08 07:00:00,1,15.8,509.88,83.33,128
SMBLB26,2024-01-08 07:00:00,2024-01-08 08:00:00,1,14.75,304.76,63.31,121
SMBLB26,2024-01-08 08:00:00,2024-01-08 09:00:00,1,17.55,596.31,72.06,112
SMBLB26,2024-01-08 09:00:00,2024-01-08 10:00:00,1,7.3,482.35,61.13,116
SMBLB26,2024-01-08 10:00:00,2024-01-08 11:00:00,1,17.34,613.48,83.99,122
SMBLB26,2024-01-08 11:00:00,2024-01-08 12:00:00,1,8.84,685.03,74.39,121
SMBLB26,2024-01-08 12:00:00,2024-01-08 13:00:00,1,13.6,503.78,82.23,129
SMBLB26,2024-01-08 13:00:00,2024-01-08 14:00:00,1,12.09,537.95,78.56,115
SMBLB26,2024-01-08 14:00:00,2024-01-08 15:00:00,1,5.2,475.24,64.23,118
SMBLB26,2024-01-08 15:00:00,2024-01-08 16:00:00,1,7.69,777.88,86.68,115
SMBLB26,2024-01-08 16:00:00,2024-01-08 17:00:00,1,13.09,323.93,76.55,117
SMBLB26,2024-01-08 17:00:00,2024-01-08 18:00:00,1,6.18,716.56,68.67,112
SMBLB26,2024-01-08 18:00:00,2024-01-08 19:00:00,1,10.79,393.32,66.93,116
SMBLB26,2024-01-08 19:00:00,2024-01-08 20:00:00,1,12.65,318.6,65.04,118
SMBLB26,2024-01-08 20:00:00,2024-01-08 21:00:00,1,8.91,736.03,69.01,127
SMBLB26,2024-01-08 21:00:00,2024-01-08 22:00:00,1,19.87,704.39,75.18,129
SMBLB26,2024-01-08 22:00:00,2024-01-08 23:00:00,1,5.62,422.2,62.39,119
SMBLB26,2024-01-08 23:00:00,2024-01-09 00:00:00,1,15.17,451.75,73.74,125
SMBLB26,2024-01-09 00:00:00,2024-01-09 01:00:00,1,18.65,700.19,79.49,122
SMBLB26,2024-01-09 01:00:00,2024-01-09 02:00:00,1,19.92,589.11,71.13,129
SMBLB26,2024-01-09 02:00:00,2024-01-09 03:00:00,1,13.83,324.0,67.29,116
SMBLB26,2024-01-09 03:00:00,2024-01-09 04:00:00,1,10.45,760.7,63.83,113
SMBLB26,2024-01-09 04:00:00,2024-01-09 05:00:00,1,18.74,484.6,84.21,125
SMBLB26,2024-01-09 05:00:00,2024-01-09 06:00:00,1,18.67,350.83,79.41,113
SMBLB26,2024-01-09 06:00:00,2024-01-09 07:00:00,1,14.89,406.47,79.67,118
SMBLB26,2024-01-09 07:00:00,2024-01-09 08:00:00,1,19.66,334.48,72.67,110
SMBLB26,2024-01-09 08:00:00,2024-01-09 09:00:00,1,7.63,302.92,71.88,110
SMBLB26,2024-01-09 09:00:00,2024-01-09 10:00:00,1,8.32,784.88,89.0,115
SMBLB26,2024-01-09 10:00:00,2024-01-09 11:00:00,1,16.5,412.37,60.11,126
SMBLB26,2024-01-09 11:00:00,2024-01-09 12:00:00,1,8.36,716.87,77.06,114
SMBLB26,2024-01-09 12:00:00,2024-01-09 13:00:00,1,12.73,316.49,81.58,121
SMBLB26,2024-01-09 13:00:00,2024-01-09 14:00:00,1,18.61,401.28,65.06,112
SMBLB26,2024-01-09 14:00:00,2024-01-09 15:00:00,1,17.05,374.88,72.25,114
SMBLB26,2024-01-09 15:00:00,2024-01-09 16:00:00,1,7.25,643.85,74.14,113
SMBLB26,2024-01-09 16:00:00,2024-01-09 17:00:00,1,17.13,762.41,79.83,126
SMBLB26,2024-01-09 17:00:00,2024-01-09 18:00:00,1,17.45,760.75,74.34,113
SMBLB26,2024-01-09 18:00:00,2024-01-09 19:00:00,1,17.24,746.67,70.9,113
SMBLB26,2024-01-09 19:00:00,2024-01-09 20:00:00,1,10.66,397.8,65.23,117
SMBLB26,2024-01-09 20:00:00,2024-01-09 21:00:00,1,5.2,702.43,80.22,128
SMBLB26,2024-01-09 21:00:00,2024-01-09 22:00:00,1,8.6,529.36,85.42,119
SMBLB26,2024-01-09 22:00:00,2024-01-09 23:00:00,1,6.53,770.34,87.17,119
SMBLB26,2024-01-09 23:00:00,2024-01-10 00:00:00,1,11.58,606.27,79.34,126
SMBLB26,2024-01-10 00:00:00,2024-01-10 01:00:00,1,11.11,656.66,63.76,122
SMBLB26,2024-01-10 01:00:00,2024-01-10 02:00:00,1,12.09,721.52,84.08,115
SMBLB26,2024-01-10 02:00:00,2024-01-10 03:00:00,1,16.77,620.98,66.48,125
SMBLB26,2024-01-10 03:00:00,2024-01-10 04:00:00,1,19.08,714.49,62.24,124
SMBLB26,2024-01-10 04:00:00,2024-01-10 05:00:00,1,5.37,528.65,86.33,116
SMBLB26,2024-01-10 05:00:00,2024-01-10 06:00:00,1,17.92,777.96,88.58,110
SMBLB26,2024-01-10 06:00:00,2024-01-10 07:00:00,1,16.38,430.99,70.33,121
SMBLB26,2024-01-10 07:00:00,2024-01-10 08:00:00,1,7.95,573.08,74.8,127
SMBLB26,2024-01-10 08:00:00,2024-01-10 09:00:00,1,16.63,778.45,72.1,116
SMBLB26,2024-01-10 09:00:00,2024-01-10 10:00:00,1,7.32,731.04,79.13,111
SMBLB26,2024-01-10 10:00:00,2024-01-10 11:00:00,1,6.22,604.59,79.96,122
SMBLB26,2024-01-10 11:00:00,2024-01-10 12:00:00,1,18.53,375.34,80.84,120
SMBLB26,2024-01-10 12:00:00,2024-01-10 13:00:00,1,6.6,378.05,83.43,129
SMBLB26,2024-01-10 13:00:00,2024-01-10 14:00:00,1,6.09,346.84,83.27,110
SMBLB26,2024-01-10 14:00:00,2024-01-10 15:00:00,1,9.67,300.86,89.38,118
SMBLB26,2024-01-10 15:00:00,2024-01-10 16:00:00,1,8.79,404.03,80.44,113
SMBLB26,2024-01-10 16:00:00,2024-01-10 17:00:00,1,13.3,799.71,84.83,113
SMBLB26,2024-01-10 17:00:00,2024-01-10 18:00:00,1,13.78,695.15,75.28,113
SMBLB26,2024-01-10 18:00:00,2024-01-10 19:00:00,1,14.87,421.12,79.99,119
SMBLB26,2024-01-10 19:00:00,2024-01-10 20:00:00,1,8.27,525.07,60.76,129
SMBLB26,2024-01-10 20:00:00,2024-01-10 21:00:00,1,15.09,517.41,80.04,121
SMBLB26,2024-01-10 21:00:00,2024-01-10 22:00:00,1,7.56,644.43,88.16,123
SMBLB26,2024-01-10 22:00:00,2024-01-10 23:00:00,1,15.3,564.59,62.53,119
SMBLB26,2024-01-10 23:00:00,2024-01-11 00:00:00,1,12.93,477.01,60.73,124
SMBLB26,2024-01-11 00:00:00,2024-01-11 01:00:00,1,12.81,506.51,71.99,125
SMBLB26,2024-01-11 01:00:00,2024-01-11 02:00:00,1,9.08,382.42,62.41,117
SMBLB26,2024-01-11 02:00:00,2024-01-11 03:00:00,1,14.04,485.61,85.73,123
SMBLB26,2024-01-11 03:00:00,2024-01-11 04:00:00,1,9.42,471.56,71.16,125
SMBLB26,2024-01-11 04:00:00,2024-01-11 05:00:00,1,5.77,356.2,81.17,126
SMBLB26,2024-01-11 05:00:00,2024-01-11 06:00:00,1,6.94,716.91,72.15,129
SMBLB26,2024-01-11 06:00:00,2024-01-11 07:00:00,1,5.65,669.16,83.89,126
SMBLB26,2024-01-11 07:00:00,2024-01-11 08:00:00,1,9.18,756.64,87.96,127
SMBLB26,2024-01-11 08:00:00,2024-01-11 09:00:00,1,15.18,339.14,80.17,125
SMBLB26,2024-01-11 09:00:00,2024-01-11 10:00:00,1,19.89,461.56,80.9,121
SMBLB26,2024-01-11 10:00:00,2024-01-11 11:00:00,1,16.03,496.98,66.64,111
SMBLB26,2024-01-11 11:00:00,2024-01-11 12:00:00,1,17.44,799.66,81.64,118
SMBLB26,2024-01-11 12:00:00,2024-01-11 13:00:00,1,13.81,376.44,60.83,129
SMBLB26,2024-01-11 13:00:00,2024-01-11 14:00:00,1,17.89,672.63,89.85,114
SMBLB26,2024-01-11 14:00:00,2024-01-11 15:00:00,1,15.81,794.56,73.32,126
SMBLB26,2024-01-11 15:00:00,2024-01-11 16:00:00,1,12.28,526.8,84.89,120
SMBLB26,2024-01-11 16:00:00,2024-01-11 17:00:00,1,6.41,418.86,72.72,125
SMBLB26,2024-01-11 17:00:00,2024-01-11 18:00:00,1,15.16,711.38,61.17,118
SMBLB26,2024-01-11 18:00:00,2024-01-11 19:00:00,1,16.68,701.15,66.15,127
SMBLB26,2024-01-11 19:00:00,2024-01-11 20:00:00,1,18.08,609.04,73.51,127
SMBLB26,2024-01-11 20:00:00,2024-01-11 21:00:00,1,8.7,349.45,69.32,128
SMBLB26,2024-01-11 21:00:00,2024-01-11 22:00:00,1,7.17,425.82,68.5,129
SMBLB26,2024-01-11 22:00:00,2024-01-11 23:00:00,1,11.46,656.38,78.94,129
SMBLB26,2024-01-11 23:00:00,2024-01-12 00:00:00,1,18.74,686.42,66.88,127
SMBLB26,2024-01-12 00:00:00,2024-01-12 01:00:00,1,16.86,534.8,79.17,122
SMBLB26,2024-01-12 01:00:00,2024-01-12 02:00:00,1,8.77,535.6,73.83,113
SMBLB26,2024-01-12 02:00:00,2024-01-12 03:00:00,1,14.17,627.12,68.66,129
SMBLB26,2024-01-12 03:00:00,2024-01-12 04:00:00,1,7.23,766.16,82.24,114
SMBLB26,2024-01-12 04:00:00,2024-01-12 05:00:00,1,11.8,626.7,60.53,117
SMBLB26,2024-01-12 05:00:00,2024-01-12 06:00:00,1,5.08,428.69,76.93,128
SMBLB26,2024-01-12 06:00:00,2024-01-12 07:00:00,1,19.21,365.6,84.97,123
SMBLB26,2024-01-12 07:00:00,2024-01-12 08:00:00,1,12.24,424.36,84.18,128
SMBLB26,2024-01-12 08:00:00,2024-01-12 09:00:00,1,17.16,781.43,71.91,111
SMBLB26,2024-01-12 09:00:00,2024-01-12 10:00:00,1,12.5,431.2,61.91,121
SMBLB26,2024-01-12 10:00:00,2024-01-12 11:00:00,1,17.13,760.03,76.3,122
SMBLB26,2024-01-12 11:00:00,2024-01-12 12:00:00,1,19.59,547.37,71.92,128
SMBLB26,2024-01-12 12:00:00,2024-01-12 13:00:00,1,9.19,697.89,89.09,113
SMBLB26,2024-01-12 13:00:00,2024-01-12 14:00:00,1,11.57,557.42,79.27,113
SMBLB26,2024-01-12 14:00:00,2024-01-12 15:00:00,1,9.65,398.52,61.94,127
SMBLB26,2024-01-12 15:00:00,2024-01-12 16:00:00,1,12.75,799.75,71.34,128
SMBLB26,2024-01-12 16:00:00,2024-01-12 17:00:00,1,18.56,701.83,66.65,116
SMBLB26,2024-01-12 17:00:00,2024-01-12 18:00:00,1,18.49,732.04,70.25,111
SMBLB26,2024-01-12 18:00:00,2024-01-12 19:00:00,1,10.41,463.19,70.63,116
SMBLB26,2024-01-12 19:00:00,2024-01-12 20:00:00,1,16.44,347.27,76.68,124
