SN,timestamp,end,Status,Watts,Lumens,Temp,Voltage
SMBLB4,2020-01-01 19:00:00,2020-01-01 20:00:00,0,0,0,83.81,125
SMBLB5,2020-01-01 19:00:00,2020-01-01 20:00:00,0,0,0,75.9,121
SMBLB6,2020-01-01 20:00:00,2020-01-01 21:00:00,1,5.75,587.78,81.34,129
SMBLB7,2020-01-01 20:00:00,2020-01-01 21:00:00,0,0,0,83.28,117
SMBLB8,2020-01-01 20:00:00,2020-01-01 21:00:00,1,17.08,343.54,83.21,121
SMBLB9,2020-01-01 20:00:00,2020-01-01 21:00:00,1,12.69,461.29,85.61,127
SMBLB10,2020-01-01 21:00:00,2020-01-01 22:00:00,1,18.3,308.4,71.45,110
SMBLB11,2020-01-01 21:00:00,2020-01-01 22:00:00,0,0,0,69.03,122
SMBLB12,2020-01-01 21:00:00,2020-01-01 22:00:00,1,12.81,325.41,81.44,115
SMBLB13,2020-01-01 21:00:00,2020-01-01 22:00:00,1,17.16,695.74,67.61,129
SMBLB14,2020-01-01 22:00:00,2020-01-01 23:00:00,0,0,0,84.4,113
SMBLB15,2020-01-01 22:00:00,2020-01-01 23:00:00,0,0,0,66.72,110
SMBLB16,2020-01-01 22:00:00,2020-01-01 23:00:00,0,0,0,60.87,113
SMBLB17,2020-01-01 22:00:00,2020-01-01 23:00:00,1,12.13,336.72,87.74,112
SMBLB18,2020-01-01 23:00:00,2020-01-02 00:00:00,1,12.09,733.16,75.87,120
SMBLB19,2020-01-01 23:00:00,2020-01-02 00:00:00,1,14.02,790.62,79.27,114
SMBLB20,2020-01-01 23:00:00,2020-01-02 00:00:00,0,0,0,64.18,126
SMBLB21,2020-01-01 23:00:00,2020-01-02 00:00:00,1,8.23,621.67,72.07,114
SMBLB22,2020-01-02 00:00:00,2020-01-02 01:00:00,1,15.04,774.1,61.32,126
SMBLB23,2020-01-02 00:00:00,2020-01-02 01:00:00,1,5.59,584.31,72.31,127
SMBLB24,2020-01-02 00:00:00,2020-01-02 01:00:00,1,11.41,455.36,82.57,120
SMBLB25,2020-01-02 00:00:00,2020-01-02 01:00:00,1,10.44,580.7,72.65,116
SMBLB1,2020-01-02 01:00:00,2020-01-02 02:00:00,0,0,0,81.48,115
SMBLB2,2020-01-02 01:00:00,2020-01-02 02:00:00,1,11.88,601.47,82.46,115
SMBLB3,2020-01-02 01:00:00,2020-01-02 02:00:00,1,15.44,579.58,65.24,121
SMBLB4,2020-01-02 01:00:00,2020-01-02 02:00:00,1,13.2,457.1,86.09,120
SMBLB5,2020-01-02 02:00:00,2020-01-02 03:00:00,0,0,0,61.08,121
SMBLB6,2020-01-02 02:00:00,2020-01-02 03:00:00,1,19.03,406.08,74.21,120
SMBLB7,2020-01-02 02:00:00,2020-01-02 03:00:00,0,0,0,60.33,117
SMBLB8,2020-01-02 02:00:00,2020-01-02 03:00:00,1,5.18,460.83,66.1,122
SMBLB10,2020-01-02 03:00:00,2020-01-02 04:00:00,1,18.06,369.82,69.48,127
SMBLB11,2020-01-02 03:00:00,2020-01-02 04:00:00,1,5.47,421.22,89.92,124
SMBLB12,2020-01-02 03:00:00,2020-01-02 04:00:00,0,0,0,64.07,123
SMBLB9,2020-01-02 03:00:00,2020-01-02 04:00:00,1,16.07,344.09,85.15,122
SMBLB13,2020-01-02 04:00:00,2020-01-02 05:00:00,1,9.99,631.07,88.76,111
SMBLB14,2020-01-02 04:00:00,2020-01-02 05:00:00,0,0,0,71.03,111
SMBLB15,2020-01-02 04:00:00,2020-01-02 05:00:00,1,15.47,574.54,70.54,114
SMBLB16,2020-01-02 04:00:00,2020-01-02 05:00:00,1,17.69,785.61,89.91,113
SMBLB17,2020-01-02 05:00:00,2020-01-02 06:00:00,0,0,0,62.84,115
SMBLB18,2020-01-02 05:00:00,2020-01-02 06:00:00,1,18.56,344.95,73.41,112
SMBLB19,2020-01-02 05:00:00,2020-01-02 06:00:00,1,14.72,476.1,86.8,113
SMBLB20,2020-01-02 05:00:00,2020-01-02 06:00:00,0,0,0,61.04,116
SMBLB21,2020-01-02 06:00:00,2020-01-02 07:00:00,1,5.24,544.06,63.54,119
SMBLB22,2020-01-02 06:00:00,2020-01-02 07:00:00,1,11.96,504.88,87.63,122
SMBLB23,2020-01-02 06:00:00,2020-01-02 07:00:00,1,8.42,436.45,70.09,112
SMBLB24,2020-01-02 06:00:00,2020-01-02 07:00:00,1,5.12,421.73,80.99,117
SMBLB1,2020-01-02 07:00:00,2020-01-02 08:00:00,1,8.97,424.38,75.26,117
SMBLB2,2020-01-02 07:00:00,2020-01-02 08:00:00,0,0,0,72.6,121
SMBLB25,2020-01-02 07:00:00,2020-01-02 08:00:00,0,0,0,71.52,120
SMBLB3,2020-01-02 07:00:00,2020-01-02 08:00:00,1,19.07,444.62,84.68,125
SMBLB4,2020-01-02 08:00:00,2020-01-02 09:00:00,1,5.59,396.75,89.26,129
SMBLB5,2020-01-02 08:00:00,2020-01-02 09:00:00,1,5.71,501.55,85.15,120
SMBLB6,2020-01-02 08:00:00,2020-01-02 09:00:00,1,8.09,509.16,87.23,128
SMBLB7,2020-01-02 08:00:00,2020-01-02 09:00:00,0,0,0,89.88,123
SMBLB10,2020-01-02 09:00:00,2020-01-02 10:00:00,0,0,0,73.7,129
SMBLB11,2020-01-02 09:00:00,2020-01-02 10:00:00,1,16.54,676.98,86.3,111
SMBLB8,2020-01-02 09:00:00,2020-01-02 10:00:00,1,10.51,552.95,65.21,129
SMBLB9,2020-01-02 09:00:00,2020-01-02 10:00:00,1,16.2,645.15,66.68,117
SMBLB12,2020-01-02 10:00:00,2020-01-02 11:00:00,0,0,0,79.51,116
SMBLB13,2020-01-02 10:00:00,2020-01-02 11:00:00,1,17.92,319.4,67.0,110
SMBLB14,2020-01-02 10:00:00,2020-01-02 11:00:00,1,5.92,762.95,66.32,122
SMBLB15,2020-01-02 10:00:00,2020-01-02 11:00:00,0,0,0,64.39,114
SMBLB16,2020-01-02 11:00:00,2020-01-02 12:00:00,1,19.33,522.04,78.84,121
SMBLB17,2020-01-02 11:00:00,2020-01-02 12:00:00,1,7.41,698.08,73.8,115
SMBLB18,2020-01-02 11:00:00,2020-01-02 12:00:00,0,0,0,65.84,124
SMBLB19,2020-01-02 11:00:00,2020-01-02 12:00:00,1,12.27,505.92,89.75,111
SMBLB20,2020-01-02 12:00:00,2020-01-02 13:00:00,1,14.47,302.24,67.08,112
SMBLB21,2020-01-02 12:00:00,2020-01-02 13:00:00,0,0,0,71.79,117
SMBLB22,2020-01-02 12:00:00,2020-01-02 13:00:00,1,14.76,333.5,71.71,120
SMBLB23,2020-01-02 12:00:00,2020-01-02 13:00:00,1,6.03,683.32,78.71,111
SMBLB1,2020-01-02 13:00:00,2020-01-02 14:00:00,1,9.68,604.92,76.24,128
SMBLB2,2020-01-02 13:00:00,2020-01-02 14:00:00,1,10.9,743.16,65.16,121
SMBLB24,2020-01-02 13:00:00,2020-01-02 14:00:00,0,0,0,72.68,118
SMBLB25,2020-01-02 13:00:00,2020-01-02 14:00:00,1,10.79,420.4,79.24,124
SMBLB3,2020-01-02 14:00:00,2020-01-02 15:00:00,1,17.53,786.99,81.69,126
SMBLB4,2020-01-02 14:00:00,2020-01-02 15:00:00,1,7.36,695.03,77.26,125
SMBLB5,2020-01-02 14:00:00,2020-01-02 15:00:00,0,0,0,83.0,128
SMBLB6,2020-01-02 14:00:00,2020-01-02 15:00:00,0,0,0,84.64,123
SMBLB10,2020-01-02 15:00:00,2020-01-02 16:00:00,0,0,0,68.37,110
SMBLB7,2020-01-02 15:00:00,2020-01-02 16:00:00,1,15.42,594.93,74.6,117
SMBLB8,2020-01-02 15:00:00,2020-01-02 16:00:00,1,19.9,724.05,77.84,111
SMBLB9,2020-01-02 15:00:00,2020-01-02 16:00:00,0,0,0,84.97,121
SMBLB11,2020-01-02 16:00:00,2020-01-02 17:00:00,0,0,0,65.73,129
SMBLB12,2020-01-02 16:00:00,2020-01-02 17:00:00,1,7.37,377.57,83.96,125
SMBLB13,2020-01-02 16:00:00,2020-01-02 17:00:00,0,0,0,78.36,110
SMBLB14,2020-01-02 16:00:00,2020-01-02 17:00:00,1,7.2,449.01,79.46,123
SMBLB15,2020-01-02 17:00:00,2020-01-02 18:00:00,1,19.02,473.49,83.04,116
SMBLB16,2020-01-02 17:00:00,2020-01-02 18:00:00,0,0,0,76.99,129
SMBLB17,2020-01-02 17:00:00,2020-01-02 18:00:00,0,0,0,67.37,119
SMBLB18,2020-01-02 17:00:00,2020-01-02 18:00:00,1,13.07,517.15,72.26,126
SMBLB19,2020-01-02 18:00:00,2020-01-02 19:00:00,0,0,0,89.0,126
SMBLB20,2020-01-02 18:00:00,2020-01-02 19:00:00,0,0,0,83.34,129
SMBLB21,2020-01-02 18:00:00,2020-01-02 19:00:00,1,9.71,421.97,87.19,129
SMBLB22,2020-01-02 18:00:00,2020-01-02 19:00:00,1,11.47,619.21,86.29,122
SMBLB1,2020-01-02 19:00:00,2020-01-02 20:00:00,0,0,0,85.64,123
SMBLB23,2020-01-02 19:00:00,2020-01-02 20:00:00,1,7.83,731.49,72.02,126
SMBLB24,2020-01-02 19:00:00,2020-01-02 20:00:00,1,19.44,630.8,85.18,111
SMBLB25,2020-01-02 19:00:00,2020-01-02 20:00:00,1,12.35,457.71,64.13,115
SMBLB2,2020-01-02 20:00:00,2020-01-02 21:00:00,0,0,0,87.06,128
SMBLB3,2020-01-02 20:00:00,2020-01-02 21:00:00,1,11.45,505.12,82.06,127
SMBLB4,2020-01-02 20:00:00,2020-01-02 21:00:00,1,14.56,555.42,86.35,117
SMBLB5,2020-01-02 20:00:00,2020-01-02 21:00:00,1,9.74,352.6,73.21,120
SMBLB6,2020-01-02 21:00:00,2020-01-02 22:00:00,1,15.16,705.86,67.04,111
SMBLB7,2020-01-02 21:00:00,2020-01-02 22:00:00,1,13.16,741.62,79.24,123
SMBLB8,2020-01-02 21:00:00,2020-01-02 22:00:00,1,8.07,435.03,64.32,122
SMBLB9,2020-01-02 21:00:00,2020-01-02 22:00:00,0,0,0,66.36,121
SMBLB10,2020-01-02 22:00:00,2020-01-02 23:00:00,1,17.93,432.62,75.42,123
SMBLB11,2020-01-02 22:00:00,2020-01-02 23:00:00,1,18.03,648.73,84.13,112
SMBLB12,2020-01-02 22:00:00,2020-01-02 23:00:00,1,8.59,619.97,89.67,117
SMBLB13,2020-01-02 22:00:00,2020-01-02 23:00:00,0,0,0,67.93,113
SMBLB14,2020-01-02 23:00:00,2020-01-03 00:00:00,0,0,0,87.0,110
SMBLB15,2020-01-02 23:00:00,2020-01-03 00:00:00,1,9.54,754.87,77.89,116
SMBLB16,2020-01-02 23:00:00,2020-01-03 00:00:00,1,19.05,479.65,86.94,124
SMBLB17,2020-01-02 23:00:00,2020-01-03 00:00:00,0,0,0,69.05,120
SMBLB18,2020-01-03 00:00:00,2020-01-03 01:00:00,0,0,0,75.28,128
SMBLB19,2020-01-03 00:00:00,2020-01-03 01:00:00,1,19.22,713.14,72.05,111
SMBLB20,2020-01-03 00:00:00,2020-01-03 01:00:00,1,8.56,351.8,72.58,110
SMBLB21,2020-01-03 00:00:00,2020-01-03 01:00:00,1,10.58,635.58,85.95,117
SMBLB22,2020-01-03 01:00:00,2020-01-03 02:00:00,1,14.16,494.12,71.4,123
SMBLB23,2020-01-03 01:00:00,2020-01-03 02:00:00,0,0,0,79.04,128
SMBLB24,2020-01-03 01:00:00,2020-01-03 02:00:00,1,16.18,658.51,77.85,119
SMBLB25,2020-01-03 01:00:00,2020-01-03 02:00:00,1,9.34,370.76,86.28,113
SMBLB1,2020-01-03 02:00:00,2020-01-03 03:00:00,1,18.54,586.38,64.84,125
SMBLB2,2020-01-03 02:00:00,2020-01-03 03:00:00,1,19.52,609.3,66.14,113
SMBLB3,2020-01-03 02:00:00,2020-01-03 03:00:00,1,18.0,324.57,74.76,128
SMBLB4,2020-01-03 02:00:00,2020-01-03 03:00:00,0,0,0,76.75,113
SMBLB5,2020-01-03 03:00:00,2020-01-03 04:00:00,1,8.78,502.79,78.56,129
SMBLB6,2020-01-03 03:00:00,2020-01-03 04:00:00,0,0,0,61.08,128
SMBLB7,2020-01-03 03:00:00,2020-01-03 04:00:00,1,11.75,783.71,61.62,120
SMBLB8,2020-01-03 03:00:00,2020-01-03 04:00:00,0,0,0,79.34,126
SMBLB10,2020-01-03 04:00:00,2020-01-03 05:00:00,1,17.15,542.22,78.55,117
SMBLB11,2020-01-03 04:00:00,2020-01-03 05:00:00,0,0,0,75.2,115
SMBLB12,2020-01-03 04:00:00,2020-01-03 05:00:00,1,14.77,669.01,63.65,124
SMBLB9,2020-01-03 04:00:00,2020-01-03 05:00:00,1,14.16,531.48,86.13,124
SMBLB13,2020-01-03 05:00:00,2020-01-03 06:00:00,1,18.36,532.68,68.7,120
SMBLB14,2020-01-03 05:00:00,2020-01-03 06:00:00,1,5.28,577.54,79.69,122
SMBLB15,2020-01-03 05:00:00,2020-01-03 06:00:00,1,10.64,422.93,60.33,123
SMBLB16,2020-01-03 05:00:00,2020-01-03 06:00:00,1,15.47,641.74,73.28,111
SMBLB17,2020-01-03 06:00:00,2020-01-03 07:00:00,1,19.32,496.24,65.59,115
SMBLB18,2020-01-03 06:00:00,2020-01-03 07:00:00,1,12.52,500.35,84.07,122
SMBLB19,2020-01-03 06:00:00,2020-01-03 07:00:00,0,0,0,77.29,121
SMBLB20,2020-01-03 06:00:00,2020-01-03 07:00:00,0,0,0,71.09,114
SMBLB21,2020-01-03 07:00:00,2020-01-03 08:00:00,1,9.79,622.44,67.75,123
SMBLB22,2020-01-03 07:00:00,2020-01-03 08:00:00,1,16.09,596.12,77.05,110
SMBLB23,2020-01-03 07:00:00,2020-01-03 08:00:00,1,16.42,371.79,66.28,118
SMBLB24,2020-01-03 07:00:00,2020-01-03 08:00:00,1,17.45,455.27,66.93,112
SMBLB1,2020-01-03 08:00:00,2020-01-03 09:00:00,1,16.43,704.89,81.79,126
SMBLB2,2020-01-03 08:00:00,2020-01-03 09:00:00,1,9.63,646.94,87.97,114
SMBLB25,2020-01-03 08:00:00,2020-01-03 09:00:00,0,0,0,83.87,122
SMBLB3,2020-01-03 08:00:00,2020-01-03 09:00:00,1,17.27,664.45,69.45,127
SMBLB4,2020-01-03 09:00:00,2020-01-03 10:00:00,0,0,0,89.28,123
SMBLB5,2020-01-03 09:00:00,2020-01-03 10:00:00,1,6.22,329.33,67.09,120
SMBLB6,2020-01-03 09:00:00,2020-01-03 10:00:00,0,0,0,80.76,122
SMBLB7,2020-01-03 09:00:00,2020-01-03 10:00:00,0,0,0,70.12,113
SMBLB10,2020-01-03 10:00:00,2020-01-03 11:00:00,0,0,0,83.06,111
SMBLB11,2020-01-03 10:00:00,2020-01-03 11:00:00,0,0,0,60.69,126
SMBLB8,2020-01-03 10:00:00,2020-01-03 11:00:00,1,15.24,718.19,67.01,120
SMBLB9,2020-01-03 10:00:00,2020-01-03 11:00:00,1,14.37,739.31,69.15,114
SMBLB12,2020-01-03 11:00:00,2020-01-03 12:00:00,1,11.07,305.84,76.15,120
SMBLB13,2020-01-03 11:00:00,2020-01-03 12:00:00,0,0,0,81.9,129
SMBLB14,2020-01-03 11:00:00,2020-01-03 12:00:00,1,13.26,781.19,78.13,116
SMBLB15,2020-01-03 11:00:00,2020-01-03 12:00:00,1,18.83,417.86,66.24,128
SMBLB16,2020-01-03 12:00:00,2020-01-03 13:00:00,1,19.11,375.73,69.89,124
SMBLB17,2020-01-03 12:00:00,2020-01-03 13:00:00,1,17.2,364.52,76.93,126
SMBLB18,2020-01-03 12:00:00,2020-01-03 13:00:00,1,16.35,523.85,70.48,122
SMBLB19,2020-01-03 12:00:00,2020-01-03 13:00:00,1,9.58,772.93,74.66,124
SMBLB20,2020-01-03 13:00:00,2020-01-03 14:00:00,0,0,0,86.46,118
SMBLB21,2020-01-03 13:00:00,2020-01-03 14:00:00,1,13.92,743.04,85.53,125
SMBLB22,2020-01-03 13:00:00,2020-01-03 14:00:00,0,0,0,60.31,114
SMBLB23,2020-01-03 13:00:00,2020-01-03 14:00:00,1,13.9,611.62,80.25,122
SMBLB1,2020-01-03 14:00:00,2020-01-03 15:00:00,1,9.6,332.65,65.68,117
SMBLB2,2020-01-03 14:00:00,2020-01-03 15:00:00,1,6.62,701.17,64.51,125
SMBLB24,2020-01-03 14:00:00,2020-01-03 15:00:00,1,9.86,710.19,88.41,117
SMBLB25,2020-01-03 14:00:00,2020-01-03 15:00:00,0,0,0,70.68,119
SMBLB3,2020-01-03 15:00:00,2020-01-03 16:00:00,0,0,0,69.62,118
SMBLB4,2020-01-03 15:00:00,2020-01-03 16:00:00,1,10.69,690.92,71.49,123
SMBLB5,2020-01-03 15:00:00,2020-01-03 16:00:00,1,12.14,572.06,74.14,115
SMBLB6,2020-01-03 15:00:00,2020-01-03 16:00:00,1,6.77,786.95,78.35,116
SMBLB10,2020-01-03 16:00:00,2020-01-03 17:00:00,1,5.32,697.28,77.73,116
SMBLB7,2020-01-03 16:00:00,2020-01-03 17:00:00,0,0,0,86.25,111
SMBLB8,2020-01-03 16:00:00,2020-01-03 17:00:00,0,0,0,68.59,122
SMBLB9,2020-01-03 16:00:00,2020-01-03 17:00:00,0,0,0,70.1,111
SMBLB11,2020-01-03 17:00:00,2020-01-03 18:00:00,1,12.59,672.58,89.72,123
SMBLB12,2020-01-03 17:00:00,2020-01-03 18:00:00,1,11.58,541.67,64.89,110
SMBLB13,2020-01-03 17:00:00,2020-01-03 18:00:00,1,5.72,519.99,62.3,121
SMBLB14,2020-01-03 17:00:00,2020-01-03 18:00:00,0,0,0,88.98,117
SMBLB15,2020-01-03 18:00:00,2020-01-03 19:00:00,1,11.19,768.29,80.08,112
SMBLB16,2020-01-03 18:00:00,2020-01-03 19:00:00,1,11.28,763.82,60.4,128
SMBLB17,2020-01-03 18:00:00,2020-01-03 19:00:00,1,5.45,333.05,86.71,122
SMBLB18,2020-01-03 18:00:00,2020-01-03 19:00:00,1,14.13,708.6,62.01,126
SMBLB19,2020-01-03 19:00:00,2020-01-03 20:00:00,1,17.39,575.64,73.95,114
SMBLB20,2020-01-03 19:00:00,2020-01-03 20:00:00,0,0,0,76.57,125
SMBLB21,2020-01-03 19:00:00,2020-01-03 20:00:00,1,10.96,713.92,69.24,129
SMBLB22,2020-01-03 19:00:00,2020-01-03 20:00:00,0,0,0,85.5,124
SMBLB1,2020-01-03 20:00:00,2020-01-03 21:00:00,0,0,0,75.54,119
SMBLB23,2020-01-03 20:00:00,2020-01-03 21:00:00,1,14.55,490.59,86.65,124
SMBLB24,2020-01-03 20:00:00,2020-01-03 21:00:00,1,10.28,588.76,72.07,119
SMBLB25,2020-01-03 20:00:00,2020-01-03 21:00:00,0,0,0,78.1,113
SMBLB2,2020-01-03 21:00:00,2020-01-03 22:00:00,0,0,0,63.49,112
SMBLB3,2020-01-03 21:00:00,2020-01-03 22:00:00,1,17.32,353.46,83.2,121
SMBLB4,2020-01-03 21:00:00,2020-01-03 22:00:00,0,0,0,75.19,129
SMBLB5,2020-01-03 21:00:00,2020-01-03 22:00:00,1,7.03,467.78,83.2,122
SMBLB6,2020-01-03 22:00:00,2020-01-03 23:00:00,1,5.88,519.15,64.28,126
SMBLB7,2020-01-03 22:00:00,2020-01-03 23:00:00,0,0,0,61.98,110
SMBLB8,2020-01-03 22:00:00,2020-01-03 23:00:00,1,15.7,579.07,71.88,129
SMBLB9,2020-01-03 22:00:00,2020-01-03 23:00:00,0,0,0,61.18,120
SMBLB10,2020-01-03 23:00:00,2020-01-04 00:00:00,1,16.98,664.24,70.49,121
SMBLB11,2020-01-03 23:00:00,2020-01-04 00:00:00,1,14.3,515.11,62.3,112
SMBLB12,2020-01-03 23:00:00,2020-01-04 00:00:00,1,15.09,799.79,89.15,113
SMBLB13,2020-01-03 23:00:00,2020-01-04 00:00:00,0,0,0,75.7,115
SMBLB14,2020-01-04 00:00:00,2020-01-04 01:00:00,1,16.42,488.55,86.81,122
SMBLB15,2020-01-04 00:00:00,2020-01-04 01:00:00,0,0,0,86.96,128
SMBLB16,2020-01-04 00:00:00,2020-01-04 01:00:00,0,0,0,71.25,121
SMBLB17,2020-01-04 00:00:00,2020-01-04 01:00:00,1,10.42,694.65,82.48,122
