SN,timestamp,end,Status,Watts,Lumens,Temp,Voltage
SMBLB53,2020-01-01 06:00:00,2020-01-01 07:00:00,0,0,0,65.06,115
SMBLB75,2020-01-01 06:00:00,2020-01-01 07:00:00,1,19.5,371.68,66.48,112
SMBLB54,2020-01-01 07:00:00,2020-01-01 08:00:00,1,17.91,451.81,78.98,112
SMBLB55,2020-01-01 07:00:00,2020-01-01 08:00:00,1,14.34,327.85,67.48,115
SMBLB56,2020-01-01 07:00:00,2020-01-01 08:00:00,1,5.46,789.6,82.65,119
SMBLB57,2020-01-01 07:00:00,2020-01-01 08:00:00,1,10.06,478.27,80.3,123
SMBLB58,2020-01-01 08:00:00,2020-01-01 09:00:00,1,7.97,378.0,83.79,115
SMBLB59,2020-01-01 08:00:00,2020-01-01 09:00:00,1,8.09,525.35,82.51,121
SMBLB60,2020-01-01 08:00:00,2020-01-01 09:00:00,1,12.3,697.25,71.39,127
SMBLB61,2020-01-01 08:00:00,2020-01-01 09:00:00,1,13.82,509.81,81.14,118
SMBLB62,2020-01-01 09:00:00,2020-01-01 10:00:00,1,6.67,795.27,62.04,127
SMBLB63,2020-01-01 09:00:00,2020-01-01 10:00:00,1,12.7,465.78,62.75,112
SMBLB64,2020-01-01 09:00:00,2020-01-01 10:00:00,1,11.55,354.74,89.05,116
SMBLB65,2020-01-01 09:00:00,2020-01-01 10:00:00,1,10.92,797.15,60.57,121
SMBLB66,2020-01-01 10:00:00,2020-01-01 11:00:00,1,6.34,430.38,68.41,110
SMBLB67,2020-01-01 10:00:00,2020-01-01 11:00:00,0,0,0,87.21,125
SMBLB68,2020-01-01 10:00:00,2020-01-01 11:00:00,0,0,0,65.24,126
SMBLB69,2020-01-01 10:00:00,2020-01-01 11:00:00,0,0,0,71.3,127
SMBLB70,2020-01-01 11:00:00,2020-01-01 12:00:00,0,0,0,87.6,127
SMBLB71,2020-01-01 11:00:00,2020-01-01 12:00:00,0,0,0,62.11,113
SMBLB72,2020-01-01 11:00:00,2020-01-01 12:00:00,0,0,0,83.95,127
SMBLB73,2020-01-01 11:00:00,2020-01-01 12:00:00,0,0,0,78.37,126
SMBLB51,2020-01-01 12:00:00,2020-01-01 13:00:00,1,7.92,320.21,85.24,123
SMBLB52,2020-01-01 12:00:00,2020-01-01 13:00:00,0,0,0,86.24,123
SMBLB74,2020-01-01 12:00:00,2020-01-01 13:00:00,1,11.01,565.78,75.03,119
SMBLB75,2020-01-01 12:00:00,2020-01-01 13:00:00,1,19.83,782.41,89.67,126
SMBLB53,2020-01-01 13:00:00,2020-01-01 14:00:00,0,0,0,68.47,124
SMBLB54,2020-01-01 13:00:00,2020-01-01 14:00:00,1,16.39,319.01,73.7,116
SMBLB55,2020-01-01 13:00:00,2020-01-01 14:00:00,1,7.95,689.52,71.21,115
SMBLB56,2020-01-01 13:00:00,2020-01-01 14:00:00,1,17.07,610.19,66.84,120
SMBLB57,2020-01-01 14:00:00,2020-01-01 15:00:00,0,0,0,85.22,118
SMBLB58,2020-01-01 14:00:00,2020-01-01 15:00:00,1,16.18,472.43,62.82,121
SMBLB59,2020-01-01 14:00:00,2020-01-01 15:00:00,0,0,0,64.21,119
SMBLB60,2020-01-01 14:00:00,2020-01-01 15:00:00,1,10.5,369.4,82.31,120
SMBLB61,2020-01-01 15:00:00,2020-01-01 16:00:00,1,16.68,722.42,79.4,110
SMBLB62,2020-01-01 15:00:00,2020-01-01 16:00:00,1,5.41,333.08,88.35,119
SMBLB63,2020-01-01 15:00:00,2020-01-01 16:00:00,1,17.63,497.89,61.74,112
SMBLB64,2020-01-01 15:00:00,2020-01-01 16:00:00,1,16.22,512.21,79.67,128
SMBLB65,2020-01-01 16:00:00,2020-01-01 17:00:00,1,11.66,657.7,66.21,116
SMBLB66,2020-01-01 16:00:00,2020-01-01 17:00:00,1,6.02,554.21,70.43,117
SMBLB67,2020-01-01 16:00:00,2020-01-01 17:00:00,0,0,0,67.97,115
SMBLB68,2020-01-01 16:00:00,2020-01-01 17:00:00,0,0,0,64.64,118
SMBLB69,2020-01-01 17:00:00,2020-01-01 18:00:00,1,16.83,452.44,79.9,122
SMBLB70,2020-01-01 17:00:00,2020-01-01 18:00:00,0,0,0,67.13,113
SMBLB71,2020-01-01 17:00:00,2020-01-01 18:00:00,0,0,0,61.09,129
SMBLB72,2020-01-01 17:00:00,2020-01-01 18:00:00,1,9.35,308.55,89.57,128
SMBLB51,2020-01-01 18:00:00,2020-01-01 19:00:00,1,19.42,535.02,74.01,120
SMBLB73,2020-01-01 18:00:00,2020-01-01 19:00:00,1,5.31,715.22,63.23,127
SMBLB74,2020-01-01 18:00:00,2020-01-01 19:00:00,1,15.95,785.82,85.52,127
SMBLB75,2020-01-01 18:00:00,2020-01-01 19:00:00,1,14.81,473.43,70.06,127
SMBLB52,2020-01-01 19:00:00,2020-01-01 20:00:00,1,6.99,508.3,89.29,110
SMBLB53,2020-01-01 19:00:00,2020-01-01 20:00:00,1,7.7,517.11,78.63,111
SMBLB54,2020-01-01 19:00:00,2020-01-01 20:00:00,0,0,0,83.62,113
SMBLB55,2020-01-01 19:00:00,2020-01-01 20:00:00,0,0,0,85.99,116
SMBLB56,2020-01-01 20:00:00,2020-01-01 21:00:00,1,12.42,500.65,85.08,116
SMBLB57,2020-01-01 20:00:00,2020-01-01 21:00:00,0,0,0,78.48,126
SMBLB58,2020-01-01 20:00:00,2020-01-01 21:00:00,1,5.03,572.69,75.25,120
SMBLB59,2020-01-01 20:00:00,2020-01-01 21:00:00,1,13.58,657.85,77.77,119
SMBLB60,2020-01-01 21:00:00,2020-01-01 22:00:00,1,6.49,455.73,80.68,111
SMBLB61,2020-01-01 21:00:00,2020-01-01 22:00:00,0,0,0,85.86,110
SMBLB62,2020-01-01 21:00:00,2020-01-01 22:00:00,1,17.05,587.37,76.83,113
SMBLB63,2020-01-01 21:00:00,2020-01-01 22:00:00,1,13.99,332.97,67.63,120
SMBLB64,2020-01-01 22:00:00,2020-01-01 23:00:00,0,0,0,61.67,116
SMBLB65,2020-01-01 22:00:00,2020-01-01 23:00:00,0,0,0,87.77,114
SMBLB66,2020-01-01 22:00:00,2020-01-01 23:00:00,0,0,0,84.15,129
SMBLB67,2020-01-01 22:00:00,2020-01-01 23:00:00,1,13.84,663.25,79.93,127
SMBLB68,2020-01-01 23:00:00,2020-01-02 00:00:00,1,15.72,619.63,80.5,126
SMBLB69,2020-01-01 23:00:00,2020-01-02 00:00:00,1,5.38,556.68,66.63,119
SMBLB70,2020-01-01 23:00:00,2020-01-02 00:00:00,0,0,0,64.18,124
SMBLB71,2020-01-01 23:00:00,2020-01-02 00:00:00,1,10.29,418.06,86.92,110
SMBLB72,2020-01-02 00:00:00,2020-01-02 01:00:00,1,13.64,769.53,88.61,120
SMBLB73,2020-01-02 00:00:00,2020-01-02 01:00:00,1,19.77,777.85,61.84,129
SMBLB74,2020-01-02 00:00:00,2020-01-02 01:00:00,1,8.99,319.97,85.96,124
SMBLB75,2020-01-02 00:00:00,2020-01-02 01:00:00,1,9.18,596.0,64.71,114
SMBLB51,2020-01-02 01:00:00,2020-01-02 02:00:00,0,0,0,77.0,114
SMBLB52,2020-01-02 01:00:00,2020-01-02 02:00:00,1,13.51,313.2,67.32,116
SMBLB53,2020-01-02 01:00:00,2020-01-02 02:00:00,1,18.95,449.05,84.69,120
SMBLB54,2020-01-02 01:00:00,2020-01-02 02:00:00,1,5.74,639.84,89.22,126
SMBLB55,2020-01-02 02:00:00,2020-01-02 03:00:00,0,0,0,85.43,115
SMBLB56,2020-01-02 02:00:00,2020-01-02 03:00:00,1,5.62,524.58,76.94,116
SMBLB57,2020-01-02 02:00:00,2020-01-02 03:00:00,0,0,0,75.67,111
SMBLB58,2020-01-02 02:00:00,2020-01-02 03:00:00,1,15.09,499.25,66.03,115
SMBLB59,2020-01-02 03:00:00,2020-01-02 04:00:00,1,10.46,496.32,74.64,119
SMBLB60,2020-01-02 03:00:00,2020-01-02 04:00:00,1,8.39,565.43,75.34,122
SMBLB61,2020-01-02 03:00:00,2020-01-02 04:00:00,1,14.62,365.17,63.55,111
SMBLB62,2020-01-02 03:00:00,2020-01-02 04:00:00,0,0,0,84.03,121
SMBLB63,2020-01-02 04:00:00,2020-01-02 05:00:00,1,15.85,615.57,66.44,124
SMBLB64,2020-01-02 04:00:00,2020-01-02 05:00:00,0,0,0,70.37,112
SMBLB65,2020-01-02 04:00:00,2020-01-02 05:00:00,1,17.75,505.13,64.27,115
SMBLB66,2020-01-02 04:00:00,2020-01-02 05:00:00,1,13.22,754.73,62.03,115
SMBLB67,2020-01-02 05:00:00,2020-01-02 06:00:00,0,0,0,65.69,113
SMBLB68,2020-01-02 05:00:00,2020-01-02 06:00:00,1,10.95,656.16,86.1,111
SMBLB69,2020-01-02 05:00:00,2020-01-02 06:00:00,1,13.86,705.38,66.52,118
SMBLB70,2020-01-02 05:00:00,2020-01-02 06:00:00,0,0,0,84.86,111
SMBLB71,2020-01-02 06:00:00,2020-01-02 07:00:00,1,19.75,305.81,84.14,120
SMBLB72,2020-01-02 06:00:00,2020-01-02 07:00:00,1,14.26,674.05,72.27,120
SMBLB73,2020-01-02 06:00:00,2020-01-02 07:00:00,1,15.42,551.2,82.12,115
SMBLB74,2020-01-02 06:00:00,2020-01-02 07:00:00,1,19.38,447.37,81.62,128
SMBLB51,2020-01-02 07:00:00,2020-01-02 08:00:00,1,16.35,462.41,72.87,128
SMBLB52,2020-01-02 07:00:00,2020-01-02 08:00:00,0,0,0,71.07,123
SMBLB53,2020-01-02 07:00:00,2020-01-02 08:00:00,1,6.09,357.99,84.41,121
SMBLB75,2020-01-02 07:00:00,2020-01-02 08:00:00,0,0,0,83.68,122
SMBLB54,2020-01-02 08:00:00,2020-01-02 09:00:00,1,8.82,493.78,80.33,112
SMBLB55,2020-01-02 08:00:00,2020-01-02 09:00:00,1,17.28,711.72,74.75,117
SMBLB56,2020-01-02 08:00:00,2020-01-02 09:00:00,1,7.87,756.74,87.77,127
SMBLB57,2020-01-02 08:00:00,2020-01-02 09:00:00,0,0,0,70.2,123
SMBLB58,2020-01-02 09:00:00,2020-01-02 10:00:00,1,18.3,582.19,88.67,110
SMBLB59,2020-01-02 09:00:00,2020-01-02 10:00:00,1,8.16,706.58,65.61,129
SMBLB60,2020-01-02 09:00:00,2020-01-02 10:00:00,0,0,0,80.83,122
SMBLB61,2020-01-02 09:00:00,2020-01-02 10:00:00,1,8.81,417.45,78.09,116
SMBLB62,2020-01-02 10:00:00,2020-01-02 11:00:00,0,0,0,62.54,115
SMBLB63,2020-01-02 10:00:00,2020-01-02 11:00:00,1,18.72,684.47,71.83,123
SMBLB64,2020-01-02 10:00:00,2020-01-02 11:00:00,1,13.69,332.26,87.2,119
SMBLB65,2020-01-02 10:00:00,2020-01-02 11:00:00,0,0,0,66.42,124
SMBLB66,2020-01-02 11:00:00,2020-01-02 12:00:00,1,10.84,436.0,79.47,120
SMBLB67,2020-01-02 11:00:00,2020-01-02 12:00:00,1,14.32,613.68,78.49,111
SMBLB68,2020-01-02 11:00:00,2020-01-02 12:00:00,0,0,0,81.58,120
SMBLB69,2020-01-02 11:00:00,2020-01-02 12:00:00,1,6.8,581.38,87.8,122
SMBLB70,2020-01-02 12:00:00,2020-01-02 13:00:00,1,10.25,774.6,81.2,123
SMBLB71,2020-01-02 12:00:00,2020-01-02 13:00:00,0,0,0,63.72,111
SMBLB72,2020-01-02 12:00:00,2020-01-02 13:00:00,1,16.55,694.83,73.41,121
SMBLB73,2020-01-02 12:00:00,2020-01-02 13:00:00,1,13.24,563.11,68.57,115
SMBLB51,2020-01-02 13:00:00,2020-01-02 14:00:00,1,12.31,648.64,85.67,122
SMBLB52,2020-01-02 13:00:00,2020-01-02 14:00:00,1,17.52,572.74,71.0,114
SMBLB74,2020-01-02 13:00:00,2020-01-02 14:00:00,0,0,0,61.45,121
SMBLB75,2020-01-02 13:00:00,2020-01-02 14:00:00,1,8.7,594.18,65.34,126
SMBLB53,2020-01-02 14:00:00,2020-01-02 15:00:00,1,11.23,565.87,75.38,116
SMBLB54,2020-01-02 14:00:00,2020-01-02 15:00:00,1,17.39,735.18,85.82,128
SMBLB55,2020-01-02 14:00:00,2020-01-02 15:00:00,0,0,0,69.56,128
SMBLB56,2020-01-02 14:00:00,2020-01-02 15:00:00,0,0,0,67.19,129
SMBLB57,2020-01-02 15:00:00,2020-01-02 16:00:00,1,15.85,338.82,70.22,120
SMBLB58,2020-01-02 15:00:00,2020-01-02 16:00:00,1,17.78,434.72,60.89,112
SMBLB59,2020-01-02 15:00:00,2020-01-02 16:00:00,0,0,0,77.4,115
SMBLB60,2020-01-02 15:00:00,2020-01-02 16:00:00,0,0,0,73.17,125
SMBLB61,2020-01-02 16:00:00,2020-01-02 17:00:00,0,0,0,86.54,120
SMBLB62,2020-01-02 16:00:00,2020-01-02 17:00:00,1,13.85,408.28,62.47,127
SMBLB63,2020-01-02 16:00:00,2020-01-02 17:00:00,0,0,0,88.53,127
SMBLB64,2020-01-02 16:00:00,2020-01-02 17:00:00,1,11.88,557.27,89.44,125
SMBLB65,2020-01-02 17:00:00,2020-01-02 18:00:00,1,15.09,561.87,68.45,115
SMBLB66,2020-01-02 17:00:00,2020-01-02 18:00:00,0,0,0,72.49,113
SMBLB67,2020-01-02 17:00:00,2020-01-02 18:00:00,0,0,0,86.81,129
SMBLB68,2020-01-02 17:00:00,2020-01-02 18:00:00,1,10.65,372.74,76.33,115
SMBLB69,2020-01-02 18:00:00,2020-01-02 19:00:00,0,0,0,66.34,125
SMBLB70,2020-01-02 18:00:00,2020-01-02 19:00:00,0,0,0,73.92,113
SMBLB71,2020-01-02 18:00:00,2020-01-02 19:00:00,1,5.67,477.58,64.15,124
SMBLB72,2020-01-02 18:00:00,2020-01-02 19:00:00,1,6.61,491.04,68.43,111
SMBLB51,2020-01-02 19:00:00,2020-01-02 20:00:00,0,0,0,63.41,117
SMBLB73,2020-01-02 19:00:00,2020-01-02 20:00:00,1,14.07,655.15,64.2,123
SMBLB74,2020-01-02 19:00:00,2020-01-02 20:00:00,1,18.45,575.37,78.05,110
SMBLB75,2020-01-02 19:00:00,2020-01-02 20:00:00,1,17.93,446.33,82.23,113
SMBLB52,2020-01-02 20:00:00,2020-01-02 21:00:00,0,0,0,65.31,119
SMBLB53,2020-01-02 20:00:00,2020-01-02 21:00:00,1,18.59,336.39,76.0,110
SMBLB54,2020-01-02 20:00:00,2020-01-02 21:00:00,1,6.06,526.45,72.68,112
SMBLB55,2020-01-02 20:00:00,2020-01-02 21:00:00,1,6.53,606.75,77.36,121
SMBLB56,2020-01-02 21:00:00,2020-01-02 22:00:00,1,5.33,519.22,83.99,119
SMBLB57,2020-01-02 21:00:00,2020-01-02 22:00:00,1,14.64,726.22,80.18,117
SMBLB58,2020-01-02 21:00:00,2020-01-02 22:00:00,1,13.81,777.81,64.58,123
SMBLB59,2020-01-02 21:00:00,2020-01-02 22:00:00,0,0,0,89.46,127
SMBLB60,2020-01-02 22:00:00,2020-01-02 23:00:00,1,15.18,755.59,77.06,119
SMBLB61,2020-01-02 22:00:00,2020-01-02 23:00:00,1,11.4,422.81,79.56,118
SMBLB62,2020-01-02 22:00:00,2020-01-02 23:00:00,1,5.94,418.6,82.8,129
SMBLB63,2020-01-02 22:00:00,2020-01-02 23:00:00,0,0,0,77.19,122
SMBLB64,2020-01-02 23:00:00,2020-01-03 00:00:00,0,0,0,86.79,116
SMBLB65,2020-01-02 23:00:00,2020-01-03 00:00:00,1,13.51,647.15,85.15,117
SMBLB66,2020-01-02 23:00:00,2020-01-03 00:00:00,1,8.18,367.82,77.03,114
SMBLB67,2020-01-02 23:00:00,2020-01-03 00:00:00,0,0,0,70.82,116
SMBLB68,2020-01-03 00:00:00,2020-01-03 01:00:00,0,0,0,89.08,113
SMBLB69,2020-01-03 00:00:00,2020-01-03 01:00:00,1,14.7,570.63,88.73,124
SMBLB70,2020-01-03 00:00:00,2020-01-03 01:00:00,1,10.91,418.27,70.73,116
SMBLB71,2020-01-03 00:00:00,2020-01-03 01:00:00,1,14.53,404.91,61.53,111
SMBLB72,2020-01-03 01:00:00,2020-01-03 02:00:00,1,15.08,411.79,75.39,118
SMBLB73,2020-01-03 01:00:00,2020-01-03 02:00:00,0,0,0,70.05,116
SMBLB74,2020-01-03 01:00:00,2020-01-03 02:00:00,1,19.55,752.53,70.69,110
SMBLB75,2020-01-03 01:00:00,2020-01-03 02:00:00,1,9.04,696.82,68.79,120
SMBLB51,2020-01-03 02:00:00,2020-01-03 03:00:00,1,18.64,752.42,89.83,114
SMBLB52,2020-01-03 02:00:00,2020-01-03 03:00:00,1,6.72,507.6,89.06,112
SMBLB53,2020-01-03 02:00:00,2020-01-03 03:00:00,1,18.27,624.48,84.31,123
SMBLB54,2020-01-03 02:00:00,2020-01-03 03:00:00,0,0,0,68.83,113
SMBLB55,2020-01-03 03:00:00,2020-01-03 04:00:00,1,7.78,779.88,73.0,113
SMBLB56,2020-01-03 03:00:00,2020-01-03 04:00:00,0,0,0,71.05,119
SMBLB57,2020-01-03 03:00:00,2020-01-03 04:00:00,1,19.25,340.06,60.67,114
SMBLB58,2020-01-03 03:00:00,2020-01-03 04:00:00,0,0,0,71.9,126
SMBLB59,2020-01-03 04:00:00,2020-01-03 05:00:00,1,17.74,423.17,60.34,125
SMBLB60,2020-01-03 04:00:00,2020-01-03 05:00:00,1,11.34,558.37,81.68,114
SMBLB61,2020-01-03 04:00:00,2020-01-03 05:00:00,0,0,0,80.33,115
SMBLB62,2020-01-03 04:00:00,2020-01-03 05:00:00,1,7.91,709.86,79.62,119
SMBLB63,2020-01-03 05:00:00,2020-01-03 06:00:00,1,18.5,529.9,80.46,118
SMBLB64,2020-01-03 05:00:00,2020-01-03 06:00:00,1,17.8,743.47,86.15,125
SMBLB65,2020-01-03 05:00:00,2020-01-03 06:00:00,1,18.19,415.44,63.83,124
SMBLB66,2020-01-03 05:00:00,2020-01-03 06:00:00,1,5.87,525.11,89.18,121
SMBLB67,2020-01-03 06:00:00,2020-01-03 07:00:00,1,5.93,732.02,73.6,128
SMBLB68,2020-01-03 06:00:00,2020-01-03 07:00:00,1,16.43,508.22,81.33,113
SMBLB69,2020-01-03 06:00:00,2020-01-03 07:00:00,0,0,0,73.9,118
SMBLB70,2020-01-03 06:00:00,2020-01-03 07:00:00,0,0,0,65.45,115
SMBLB71,2020-01-03 07:00:00,2020-01-03 08:00:00,1,19.33,592.9,89.77,116
SMBLB72,2020-01-03 07:00:00,2020-01-03 08:00:00,1,15.98,623.71,64.83,122
SMBLB73,2020-01-03 07:00:00,2020-01-03 08:00:00,1,8.25,598.5,75.0,118
SMBLB74,2020-01-03 07:00:00,2020-01-03 08:00:00,1,5.95,386.77,85.18,116
SMBLB51,2020-01-03 08:00:00,2020-01-03 09:00:00,1,15.37,736.93,63.01,125
SMBLB52,2020-01-03 08:00:00,2020-01-03 09:00:00,1,5.51,645.83,67.95,129
SMBLB53,2020-01-03 08:00:00,2020-01-03 09:00:00,1,15.31,753.8,83.11,125
SMBLB75,2020-01-03 08:00:00,2020-01-03 09:00:00,0,0,0,85.47,119
SMBLB54,2020-01-03 09:00:00,2020-01-03 10:00:00,0,0,0,79.13,114
SMBLB55,2020-01-03 09:00:00,2020-01-03 10:00:00,1,6.72,541.96,76.46,120
SMBLB56,2020-01-03 09:00:00,2020-01-03 10:00:00,0,0,0,86.18,117
SMBLB57,2020-01-03 09:00:00,2020-01-03 10:00:00,0,0,0,66.37,127
SMBLB58,2020-01-03 10:00:00,2020-01-03 11:00:00,1,11.92,318.24,75.04,129
SMBLB59,2020-01-03 10:00:00,2020-01-03 11:00:00,1,8.77,371.42,67.94,119
SMBLB60,2020-01-03 10:00:00,2020-01-03 11:00:00,0,0,0,86.56,111
SMBLB61,2020-01-03 10:00:00,2020-01-03 11:00:00,0,0,0,81.15,118
SMBLB62,2020-01-03 11:00:00,2020-01-03 12:00:00,1,13.58,596.39,80.04,128
SMBLB63,2020-01-03 11:00:00,2020-01-03 12:00:00,0,0,0,68.46,127
SMBLB64,2020-01-03 11:00:00,2020-01-03 12:00:00,1,5.46,640.35,79.95,124
SMBLB65,2020-01-03 11:00:00,2020-01-03 12:00:00,1,8.54,560.02,74.28,111
SMBLB66,2020-01-03 12:00:00,2020-01-03 13:00:00,1,17.46,611.74,71.14,124
SMBLB67,2020-01-03 12:00:00,2020-01-03 13:00:00,1,13.45,799.22,89.48,113
SMBLB68,2020-01-03 12:00:00,2020-01-03 13:00:00,1,6.83,759.61,84.31,126
SMBLB69,2020-01-03 12:00:00,2020-01-03 13:00:00,1,18.15,308.2,68.2,126
SMBLB70,2020-01-03 13:00:00,2020-01-03 14:00:00,0,0,0,60.82,110
SMBLB71,2020-01-03 13:00:00,2020-01-03 14:00:00,1,8.94,460.76,71.69,118
SMBLB72,2020-01-03 13:00:00,2020-01-03 14:00:00,0,0,0,69.41,116
SMBLB73,2020-01-03 13:00:00,2020-01-03 14:00:00,1,15.67,520.79,88.21,118
SMBLB51,2020-01-03 14:00:00,2020-01-03 15:00:00,1,14.06,631.49,87.97,117
SMBLB52,2020-01-03 14:00:00,2020-01-03 15:00:00,1,19.39,508.0,81.42,121
SMBLB74,2020-01-03 14:00:00,2020-01-03 15:00:00,1,16.36,431.73,89.7,114
SMBLB75,2020-01-03 14:00:00,2020-01-03 15:00:00,0,0,0,60.93,121
SMBLB53,2020-01-03 15:00:00,2020-01-03 16:00:00,0,0,0,84.4,114
SMBLB54,2020-01-03 15:00:00,2020-01-03 16:00:00,1,7.3,526.17,70.19,128
SMBLB55,2020-01-03 15:00:00,2020-01-03 16:00:00,1,11.41,775.62,84.5,112
SMBLB56,2020-01-03 15:00:00,2020-01-03 16:00:00,1,13.48,457.45,84.95,118
SMBLB57,2020-01-03 16:00:00,2020-01-03 17:00:00,0,0,0,83.09,127
SMBLB58,2020-01-03 16:00:00,2020-01-03 17:00:00,0,0,0,89.49,121
SMBLB59,2020-01-03 16:00:00,2020-01-03 17:00:00,0,0,0,63.95,125
SMBLB60,2020-01-03 16:00:00,2020-01-03 17:00:00,1,14.27,562.2,84.82,126
SMBLB61,2020-01-03 17:00:00,2020-01-03 18:00:00,1,10.76,334.86,72.77,128
SMBLB62,2020-01-03 17:00:00,2020-01-03 18:00:00,1,19.35,466.34,86.69,113
SMBLB63,2020-01-03 17:00:00,2020-01-03 18:00:00,1,15.56,496.14,74.38,113
SMBLB64,2020-01-03 17:00:00,2020-01-03 18:00:00,0,0,0,89.72,125
SMBLB65,2020-01-03 18:00:00,2020-01-03 19:00:00,1,18.61,306.72,70.16,123
SMBLB66,2020-01-03 18:00:00,2020-01-03 19:00:00,1,13.78,394.19,84.7,115
SMBLB67,2020-01-03 18:00:00,2020-01-03 19:00:00,1,8.0,526.39,84.77,120
SMBLB68,2020-01-03 18:00:00,2020-01-03 19:00:00,1,8.79,471.58,87.72,122
SMBLB69,2020-01-03 19:00:00,2020-01-03 20:00:00,1,7.74,746.37,79.39,112
SMBLB70,2020-01-03 19:00:00,2020-01-03 20:00:00,0,0,0,60.7,112
SMBLB71,2020-01-03 19:00:00,2020-01-03 20:00:00,1,6.99,509.2,77.09,116
SMBLB72,2020-01-03 19:00:00,2020-01-03 20:00:00,0,0,0,84.72,110
SMBLB51,2020-01-03 20:00:00,2020-01-03 21:00:00,0,0,0,80.68,128
SMBLB73,2020-01-03 20:00:00,2020-01-03 21:00:00,1,19.75,572.28,77.17,122
SMBLB74,2020-01-03 20:00:00,2020-01-03 21:00:00,1,17.73,381.23,77.37,129
SMBLB75,2020-01-03 20:00:00,2020-01-03 21:00:00,0,0,0,87.62,111
SMBLB52,2020-01-03 21:00:00,2020-01-03 22:00:00,0,0,0,85.0,114
SMBLB53,2020-01-03 21:00:00,2020-01-03 22:00:00,1,18.77,629.12,64.38,117
SMBLB54,2020-01-03 21:00:00,2020-01-03 22:00:00,0,0,0,84.73,122
SMBLB55,2020-01-03 21:00:00,2020-01-03 22:00:00,1,16.2,436.31,81.15,118
SMBLB56,2020-01-03 22:00:00,2020-01-03 23:00:00,1,6.62,415.62,72.97,124
SMBLB57,2020-01-03 22:00:00,2020-01-03 23:00:00,0,0,0,61.32,119
SMBLB58,2020-01-03 22:00:00,2020-01-03 23:00:00,1,17.98,420.26,62.94,128
SMBLB59,2020-01-03 22:00:00,2020-01-03 23:00:00,0,0,0,88.49,113
SMBLB60,2020-01-03 23:00:00,2020-01-04 00:00:00,1,17.8,369.07,73.97,113
SMBLB61,2020-01-03 23:00:00,2020-01-04 00:00:00,1,17.61,331.94,79.47,127
SMBLB62,2020-01-03 23:00:00,2020-01-04 00:00:00,1,9.46,505.07,83.0,122
SMBLB63,2020-01-03 23:00:00,2020-01-04 00:00:00,0,0,0,65.08,121
SMBLB64,2020-01-04 00:00:00,2020-01-04 01:00:00,1,12.84,542.4,82.51,115
SMBLB65,2020-01-04 00:00:00,2020-01-04 01:00:00,0,0,0,69.77,114
SMBLB66,2020-01-04 00:00:00,2020-01-04 01:00:00,0,0,0,67.07,121
SMBLB67,2020-01-04 00:00:00,2020-01-04 01:00:00,1,19.51,755.99,61.4,113
