SN,timestamp,end,Status,Watts,Lumens,Temp,Voltage
SMBLB1,2020-01-08 12:00:00,2020-01-08 13:00:00,1,18.46,476.89,63.96,116
SMBLB1,2020-01-08 18:00:00,2020-01-08 19:00:00,1,8.97,424.38,75.26,117
SMBLB1,2020-01-09 00:00:00,2020-01-09 01:00:00,1,16.4,575.28,72.03,113
SMBLB1,2020-01-09 06:00:00,2020-01-09 07:00:00,1,19.78,745.55,61.74,126
SMBLB1,2020-01-09 12:00:00,2020-01-09 13:00:00,1,19.37,488.35,76.96,117
SMBLB1,2020-01-09 18:00:00,2020-01-09 19:00:00,1,13.28,489.97,89.58,122
SMBLB1,2020-01-10 00:00:00,2020-01-10 01:00:00,1,14.93,596.01,86.08,112
SMBLB1,2020-01-10 06:00:00,2020-01-10 07:00:00,1,9.68,604.92,76.24,128
SMBLB1,2020-01-10 12:00:00,2020-01-10 13:00:00,1,15.63,409.74,79.26,117
SMBLB1,2020-01-10 18:00:00,2020-01-10 19:00:00,1,19.91,505.1,68.52,120
SMBLB1,2020-01-11 00:00:00,2020-01-11 01:00:00,1,16.13,722.22,64.75,124
SMBLB1,2020-01-11 06:00:00,2020-01-11 07:00:00,1,13.93,702.83,84.86,110
SMBLB1,2020-01-11 12:00:00,2020-01-11 13:00:00,1,7.77,659.87,65.86,114
SMBLB1,2020-01-11 18:00:00,2020-01-11 19:00:00,1,16.34,604.72,85.64,123
SMBLB1,2020-01-12 00:00:00,2020-01-12 01:00:00,1,10.94,593.92,88.32,124
SMBLB1,2020-01-12 06:00:00,2020-01-12 07:00:00,1,18.11,696.7,89.62,127
SMBLB1,2020-01-12 12:00:00,2020-01-12 13:00:00,1,17.9,677.09,70.76,126
SMBLB1,2020-01-12 18:00:00,2020-01-12 19:00:00,1,9.59,389.73,89.05,110
SMBLB1,2020-01-13 00:00:00,2020-01-13 01:00:00,1,19.9,449.9,88.49,127
SMBLB1,2020-01-13 06:00:00,2020-01-13 07:00:00,1,7.66,784.97,73.77,111
SMBLB1,2020-01-13 12:00:00,2020-01-13 13:00:00,1,18.54,586.38,64.84,125
SMBLB1,2020-01-13 18:00:00,2020-01-13 19:00:00,1,14.36,717.01,86.01,110
SMBLB1,2020-01-14 00:00:00,2020-01-14 01:00:00,1,10.08,747.54,62.58,128
SMBLB1,2020-01-14 06:00:00,2020-01-14 07:00:00,1,14.13,437.45,88.75,124
SMBLB1,2020-01-14 12:00:00,2020-01-14 13:00:00,1,8.48,463.3,81.23,123
SMBLB1,2020-01-14 18:00:00,2020-01-14 19:00:00,1,7.43,317.6,73.95,120
SMBLB1,2020-01-15 00:00:00,2020-01-15 01:00:00,1,16.43,704.89,81.79,126
SMBLB1,2020-01-15 06:00:00,2020-01-15 07:00:00,1,10.33,660.09,68.2,128
SMBLB1,2020-01-15 12:00:00,2020-01-15 13:00:00,1,11.2,563.01,70.84,113
SMBLB1,2020-01-15 18:00:00,2020-01-15 19:00:00,1,16.52,620.47,75.17,123
SMBLB1,2020-01-16 01:00:00,2020-01-16 02:00:00,1,19.93,333.06,77.7,116
SMBLB1,2020-01-16 07:00:00,2020-01-16 08:00:00,1,10.36,343.88,60.97,121
SMBLB1,2020-01-16 13:00:00,2020-01-16 14:00:00,1,9.6,332.65,65.68,117
SMBLB1,2020-01-16 19:00:00,2020-01-16 20:00:00,1,19.61,659.93,74.75,125
SMBLB1,2020-01-17 01:00:00,2020-01-17 02:00:00,1,10.68,728.93,64.46,122
SMBLB1,2020-01-17 07:00:00,2020-01-17 08:00:00,1,11.33,766.71,83.55,128
SMBLB1,2020-01-17 13:00:00,2020-01-17 14:00:00,1,7.34,537.81,74.73,128
SMBLB1,2020-01-17 19:00:00,2020-01-17 20:00:00,1,12.28,475.89,81.27,113
SMBLB1,2020-01-18 01:00:00,2020-01-18 02:00:00,1,19.64,654.66,75.54,119
SMBLB1,2020-01-18 07:00:00,2020-01-18 08:00:00,1,7.94,790.72,72.64,112
SMBLB1,2020-01-18 13:00:00,2020-01-18 14:00:00,1,5.55,443.25,61.9,116
SMBLB1,2020-01-18 19:00:00,2020-01-18 20:00:00,1,10.17,656.02,72.83,121
SMBLB1,2020-01-19 01:00:00,2020-01-19 02:00:00,1,5.56,323.03,67.59,120
SMBLB1,2020-01-19 07:00:00,2020-01-19 08:00:00,1,5.41,531.38,89.87,123
SMBLB1,2020-01-19 13:00:00,2020-01-19 14:00:00,1,6.12,618.0,80.13,110
SMBLB1,2020-01-19 19:00:00,2020-01-19 20:00:00,1,18.56,768.86,62.87,110
SMBLB1,2020-01-20 01:00:00,2020-01-20 02:00:00,1,19.15,581.34,86.6,119
SMBLB1,2020-01-20 07:00:00,2020-01-20 08:00:00,1,8.97,629.6,73.3,124
SMBLB1,2020-01-20 13:00:00,2020-01-20 14:00:00,1,5.45,590.52,89.34,119
SMBLB1,2020-01-20 19:00:00,2020-01-20 20:00:00,1,7.23,587.27,80.09,126
SMBLB1,2020-01-21 01:00:00,2020-01-21 02:00:00,1,14.41,434.69,66.71,112
SMBLB1,2020-01-21 07:00:00,2020-01-21 08:00:00,1,17.45,705.26,67.61,111
SMBLB1,2020-01-21 13:00:00,2020-01-21 14:00:00,1,13.82,402.59,66.3,129
SMBLB1,2020-01-21 19:00:00,2020-01-21 20:00:00,1,7.08,626.87,88.51,112
SMBLB1,2020-01-22 01:00:00,2020-01-22 02:00:00,1,16.04,437.28,68.56,129
SMBLB1,2020-01-22 07:00:00,2020-01-22 08:00:00,1,6.15,420.92,83.95,123
SMBLB1,2020-01-22 13:00:00,2020-01-22 14:00:00,1,11.25,529.64,78.29,119
SMBLB1,2020-01-22 19:00:00,2020-01-22 20:00:00,1,5.43,300.35,72.12,111
SMBLB1,2020-01-23 01:00:00,2020-01-23 02:00:00,1,11.23,692.93,85.42,128
SMBLB1,2020-01-23 07:00:00,2020-01-23 08:00:00,1,16.2,486.82,70.57,111
SMBLB1,2020-01-23 13:00:00,2020-01-23 14:00:00,1,16.62,654.55,86.34,112
SMBLB1,2020-01-23 19:00:00,2020-01-23 20:00:00,1,5.26,665.53,85.0,112
SMBLB1,2020-01-24 01:00:00,2020-01-24 02:00:00,1,12.98,338.79,80.91,117
SMBLB1,2020-01-24 07:00:00,2020-01-24 08:00:00,1,5.16,331.3,70.62,119
SMBLB1,2020-01-24 13:00:00,2020-01-24 14:00:00,1,12.0,615.15,70.62,118
SMBLB1,2020-01-24 19:00:00,2020-01-24 20:00:00,1,5.84,385.63,60.85,115
SMBLB1,2020-01-25 01:00:00,2020-01-25 02:00:00,1,10.25,573.92,70.49,121
SMBLB1,2020-01-25 07:00:00,2020-01-25 08:00:00,1,14.47,438.26,61.16,122
SMBLB1,2020-01-25 13:00:00,2020-01-25 14:00:00,1,18.15,779.43,78.5,115
SMBLB1,2020-01-25 19:00:00,2020-01-25 20:00:00,1,5.09,736.1,63.21,121
SMBLB1,2020-01-26 01:00:00,2020-01-26 02:00:00,1,14.27,535.92,73.44,124
SMBLB1,2020-01-26 07:00:00,2020-01-26 08:00:00,1,10.22,645.51,77.75,125
SMBLB1,2020-01-26 13:00:00,2020-01-26 14:00:00,1,7.59,735.03,75.87,123
SMBLB1,2020-01-26 19:00:00,2020-01-26 20:00:00,1,12.09,357.25,72.07,110
SMBLB1,2020-01-27 01:00:00,2020-01-27 02:00:00,1,11.39,679.6,72.9,126
SMBLB1,2020-01-27 07:00:00,2020-01-27 08:00:00,1,6.46,516.8,74.55,123
SMBLB1,2020-01-27 13:00:00,2020-01-27 14:00:00,1,19.53,321.92,63.17,110
SMBLB1,2020-01-27 19:00:00,2020-01-27 20:00:00,1,19.1,487.5,67.31,115
SMBLB1,2020-01-28 01:00:00,2020-01-28 02:00:00,1,17.69,436.73,77.6,114
SMBLB1,2020-01-28 07:00:00,2020-01-28 08:00:00,1,14.59,788.93,86.5,119
SMBLB1,2020-01-28 13:00:00,2020-01-28 14:00:00,1,6.75,329.69,67.38,116
SMBLB1,2020-01-28 19:00:00,2020-01-28 20:00:00,1,8.78,472.88,62.85,126
SMBLB1,2020-01-29 01:00:00,2020-01-29 02:00:00,1,11.71,615.54,68.42,129
SMBLB1,2020-01-29 07:00:00,2020-01-29 08:00:00,1,5.85,625.62,76.97,121
SMBLB1,2020-01-29 13:00:00,2020-01-29 14:00:00,1,16.43,718.13,68.65,129
SMBLB1,2020-01-29 19:00:00,2020-01-29 20:00:00,1,13.4,507.81,86.02,123
SMBLB1,2020-01-30 01:00:00,2020-01-30 02:00:00,1,12.19,770.94,73.29,124
SMBLB1,2020-01-30 07:00:00,2020-01-30 08:00:00,1,7.87,474.81,72.52,113
SMBLB1,2020-01-30 13:00:00,2020-01-30 14:00:00,1,9.1,441.93,80.51,111
SMBLB1,2020-01-30 19:00:00,2020-01-30 20:00:00,1,14.04,528.74,77.66,125
SMBLB1,2020-01-31 01:00:00,2020-01-31 02:00:00,1,14.29,749.49,75.97,128
SMBLB1,2020-01-31 07:00:00,2020-01-31 08:00:00,1,11.48,673.87,84.44,112
SMBLB1,2020-01-31 13:00:00,2020-01-31 14:00:00,1,14.62,538.63,80.59,121
SMBLB1,2020-01-31 19:00:00,2020-01-31 20:00:00,1,6.75,675.76,86.1,121
SMBLB1,2020-02-01 01:00:00,2020-02-01 02:00:00,1,8.6,685.8,63.52,122
SMBLB1,2020-02-01 07:00:00,2020-02-01 08:00:00,1,8.75,580.37,76.96,120
SMBLB1,2020-02-01 13:00:00,2020-02-01 14:00:00,1,14.54,347.71,88.83,115
SMBLB1,2020-02-01 19:00:00,2020-02-01 20:00:00,1,15.48,435.25,85.42,128
SMBLB1,2020-02-02 01:00:00,2020-02-02 02:00:00,1,15.52,522.62,67.91,112
SMBLB1,2020-02-02 07:00:00,2020-02-02 08:00:00,1,12.48,609.8,77.71,121
SMBLB1,2020-02-02 13:00:00,2020-02-02 14:00:00,1,5.04,415.71,62.15,118
SMBLB1,2020-02-02 19:00:00,2020-02-02 20:00:00,1,9.4,504.78,73.01,121
SMBLB1,2020-02-03 01:00:00,2020-02-03 02:00:00,1,8.48,444.43,68.05,112
SMBLB1,2020-02-03 07:00:00,2020-02-03 08:00:00,1,6.48,452.15,85.74,128
SMBLB1,2020-02-03 13:00:00,2020-02-03 14:00:00,1,9.16,784.7,83.88,123
SMBLB1,2020-02-03 19:00:00,2020-02-03 20:00:00,1,9.71,405.21,74.45,113
SMBLB1,2020-02-04 01:00:00,2020-02-04 02:00:00,1,11.99,307.12,78.1,126
SMBLB1,2020-02-04 07:00:00,2020-02-04 08:00:00,1,8.92,490.4,79.6,111
SMBLB1,2020-02-04 13:00:00,2020-02-04 14:00:00,1,16.52,575.62,62.34,124
SMBLB1,2020-02-04 19:00:00,2020-02-04 20:00:00,1,5.42,389.16,61.5,123
SMBLB1,2020-02-05 01:00:00,2020-02-05 02:00:00,1,8.11,537.07,78.52,112
SMBLB1,2020-02-05 07:00:00,2020-02-05 08:00:00,1,15.65,432.79,78.7,118
SMBLB1,2020-02-05 13:00:00,2020-02-05 14:00:00,1,6.23,309.66,89.15,120
SMBLB1,2020-02-05 19:00:00,2020-02-05 20:00:00,1,18.34,322.02,71.1,116
SMBLB1,2020-02-06 01:00:00,2020-02-06 02:00:00,1,6.59,770.24,74.4,123
SMBLB1,2020-02-06 07:00:00,2020-02-06 08:00:00,1,9.39,382.15,79.23,124
SMBLB1,2020-02-06 13:00:00,2020-02-06 14:00:00,1,10.87,601.64,79.67,113
SMBLB1,2020-02-06 19:00:00,2020-02-06 20:00:00,1,18.44,746.3,62.53,113
SMBLB1,2020-02-07 01:00:00,2020-02-07 02:00:00,1,15.99,725.81,70.58,120
SMBLB1,2020-02-07 07:00:00,2020-02-07 08:00:00,1,8.44,481.27,89.07,120
SMBLB1,2020-02-07 13:00:00,2020-02-07 14:00:00,1,12.72,468.94,76.27,118
SMBLB1,2020-02-07 19:00:00,2020-02-07 20:00:00,1,6.02,782.34,81.3,118
SMBLB1,2020-02-08 01:00:00,2020-02-08 02:00:00,1,12.51,799.37,83.27,125
SMBLB1,2020-02-08 07:00:00,2020-02-08 08:00:00,1,15.64,547.84,85.13,111
SMBLB1,2020-02-08 13:00:00,2020-02-08 14:00:00,1,14.06,689.01,86.43,127
SMBLB1,2020-02-08 19:00:00,2020-02-08 20:00:00,1,11.7,744.17,66.59,123
SMBLB1,2020-02-09 01:00:00,2020-02-09 02:00:00,1,19.31,637.24,86.58,127
SMBLB1,2020-02-09 07:00:00,2020-02-09 08:00:00,1,14.09,331.24,84.92,110
SMBLB1,2020-02-09 13:00:00,2020-02-09 14:00:00,1,12.14,304.37,63.33,121
SMBLB1,2020-02-09 19:00:00,2020-02-09 20:00:00,1,15.97,773.96,70.44,112
SMBLB1,2020-02-10 01:00:00,2020-02-10 02:00:00,1,5.12,398.35,71.67,115
SMBLB1,2020-02-10 07:00:00,2020-02-10 08:00:00,1,17.41,672.27,80.34,120
SMBLB1,2020-02-10 13:00:00,2020-02-10 14:00:00,1,6.48,718.12,72.01,117
SMBLB1,2020-02-10 19:00:00,2020-02-10 20:00:00,1,7.82,747.04,89.8,118
SMBLB1,2020-02-11 01:00:00,2020-02-11 02:00:00,1,15.37,493.51,77.61,117
SMBLB1,2020-02-11 07:00:00,2020-02-11 08:00:00,1,13.12,635.79,72.4,113
SMBLB1,2020-02-11 13:00:00,2020-02-11 14:00:00,1,13.46,781.46,83.44,125
SMBLB1,2020-02-11 19:00:00,2020-02-11 20:00:00,1,7.18,523.86,82.78,128
SMBLB1,2020-02-12 01:00:00,2020-02-12 02:00:00,1,19.53,322.71,73.61,119
SMBLB1,2020-02-12 07:00:00,2020-02-12 08:00:00,1,9.28,733.95,81.74,113
SMBLB1,2020-02-12 13:00:00,2020-02-12 14:00:00,1,6.79,605.83,77.25,122
SMBLB1,2020-02-12 19:00:00,2020-02-12 20:00:00,1,18.22,664.33,82.67,113
SMBLB1,2020-02-13 01:00:00,2020-02-13 02:00:00,1,17.06,344.48,86.56,119
SMBLB1,2020-02-13 07:00:00,2020-02-13 08:00:00,1,17.4,473.34,81.85,118
SMBLB1,2020-02-13 13:00:00,2020-02-13 14:00:00,1,12.63,640.25,72.47,117
SMBLB1,2020-02-13 19:00:00,2020-02-13 20:00:00,1,13.23,482.52,77.88,128
SMBLB1,2020-02-14 01:00:00,2020-02-14 02:00:00,1,8.22,626.98,89.05,124
SMBLB1,2020-02-14 07:00:00,2020-02-14 08:00:00,1,8.78,327.65,77.37,124
SMBLB1,2020-02-14 13:00:00,2020-02-14 14:00:00,1,12.31,456.43,62.8,123
SMBLB1,2020-02-14 19:00:00,2020-02-14 20:00:00,1,7.18,676.08,79.64,116
SMBLB1,2020-02-15 02:00:00,2020-02-15 03:00:00,1,7.52,577.79,72.39,128
SMBLB1,2020-02-15 08:00:00,2020-02-15 09:00:00,1,15.46,522.59,71.95,122
SMBLB1,2020-02-15 14:00:00,2020-02-15 15:00:00,1,10.16,526.92,77.71,127
SMBLB1,2020-02-15 20:00:00,2020-02-15 21:00:00,1,7.78,391.17,62.88,122
SMBLB1,2020-02-16 02:00:00,2020-02-16 03:00:00,1,7.76,449.09,77.91,129
SMBLB1,2020-02-16 08:00:00,2020-02-16 09:00:00,1,17.1,326.85,68.85,123
SMBLB1,2020-02-16 14:00:00,2020-02-16 15:00:00,1,14.27,596.58,85.79,128
SMBLB1,2020-02-16 20:00:00,2020-02-16 21:00:00,1,14.36,412.98,76.2,129
SMBLB1,2020-02-17 02:00:00,2020-02-17 03:00:00,1,5.64,671.97,72.34,118
SMBLB1,2020-02-17 08:00:00,2020-02-17 09:00:00,1,8.51,769.89,65.77,114
SMBLB1,2020-02-17 14:00:00,2020-02-17 15:00:00,1,9.15,366.84,68.8,116
SMBLB1,2020-02-17 20:00:00,2020-02-17 21:00:00,1,18.82,553.45,81.82,119
SMBLB1,2020-02-18 02:00:00,2020-02-18 03:00:00,1,5.29,415.67,80.43,123
SMBLB1,2020-02-18 08:00:00,2020-02-18 09:00:00,1,14.95,322.59,85.02,118
SMBLB1,2020-02-18 14:00:00,2020-02-18 15:00:00,1,5.89,530.72,84.21,118
SMBLB1,2020-02-18 20:00:00,2020-02-18 21:00:00,1,15.46,346.2,63.68,121
SMBLB1,2020-02-19 02:00:00,2020-02-19 03:00:00,1,17.88,363.09,70.59,126
SMBLB1,2020-02-19 08:00:00,2020-02-19 09:00:00,1,9.89,413.47,63.21,123
SMBLB1,2020-02-19 14:00:00,2020-02-19 15:00:00,1,17.13,618.7,69.93,119
SMBLB1,2020-02-19 20:00:00,2020-02-19 21:00:00,1,15.74,751.18,81.69,112
SMBLB1,2020-02-20 02:00:00,2020-02-20 03:00:00,1,17.82,702.16,62.88,122
SMBLB1,2020-02-20 08:00:00,2020-02-20 09:00:00,1,19.11,565.21,76.08,117
SMBLB1,2020-02-20 14:00:00,2020-02-20 15:00:00,1,17.34,392.94,67.97,112
SMBLB1,2020-02-20 20:00:00,2020-02-20 21:00:00,1,9.77,470.76,77.96,125
SMBLB1,2020-02-21 02:00:00,2020-02-21 03:00:00,1,9.11,524.3,62.3,124
SMBLB1,2020-02-21 08:00:00,2020-02-21 09:00:00,1,7.22,580.14,87.04,116
SMBLB1,2020-02-21 14:00:00,2020-02-21 15:00:00,1,8.07,482.7,88.95,112
SMBLB1,2020-02-21 20:00:00,2020-02-21 21:00:00,1,16.34,420.37,81.06,123
SMBLB1,2020-02-22 02:00:00,2020-02-22 03:00:00,1,10.31,516.17,85.34,118
SMBLB1,2020-02-22 08:00:00,2020-02-22 09:00:00,1,19.18,556.72,79.18,126
SMBLB1,2020-02-22 14:00:00,2020-02-22 15:00:00,1,7.36,405.97,65.63,117
SMBLB1,2020-02-22 20:00:00,2020-02-22 21:00:00,1,8.2,351.4,86.39,115
SMBLB1,2020-02-23 02:00:00,2020-02-23 03:00:00,1,10.23,604.9,74.62,129
SMBLB1,2020-02-23 08:00:00,2020-02-23 09:00:00,1,12.55,662.93,79.91,119
SMBLB1,2020-02-23 14:00:00,2020-02-23 15:00:00,1,6.52,679.97,82.7,118
SMBLB1,2020-02-23 20:00:00,2020-02-23 21:00:00,1,15.67,661.53,75.14,114
SMBLB1,2020-02-24 02:00:00,2020-02-24 03:00:00,1,15.35,781.19,86.2,117
SMBLB1,2020-02-24 08:00:00,2020-02-24 09:00:00,1,15.4,446.52,77.39,122
SMBLB1,2020-02-24 14:00:00,2020-02-24 15:00:00,1,18.13,648.22,84.6,113
SMBLB1,2020-02-24 20:00:00,2020-02-24 21:00:00,1,11.13,736.17,81.76,112
SMBLB1,2020-02-25 02:00:00,2020-02-25 03:00:00,1,6.78,688.59,81.7,119
SMBLB1,2020-02-25 08:00:00,2020-02-25 09:00:00,1,12.72,340.79,86.57,117
SMBLB1,2020-02-25 14:00:00,2020-02-25 15:00:00,1,6.81,375.2,80.48,128
SMBLB1,2020-02-25 20:00:00,2020-02-25 21:00:00,1,8.62,683.89,73.98,122
SMBLB1,2020-02-26 02:00:00,2020-02-26 03:00:00,1,14.55,785.39,77.26,120
SMBLB1,2020-02-26 08:00:00,2020-02-26 09:00:00,1,13.01,362.31,86.11,129
SMBLB1,2020-02-26 14:00:00,2020-02-26 15:00:00,1,10.28,407.38,79.79,116
SMBLB1,2020-02-26 20:00:00,2020-02-26 21:00:00,1,5.13,783.95,66.64,111
SMBLB1,2020-02-27 02:00:00,2020-02-27 03:00:00,1,7.58,661.63,60.02,126
SMBLB1,2020-02-27 08:00:00,2020-02-27 09:00:00,1,15.01,492.08,68.41,119
SMBLB1,2020-02-27 14:00:00,2020-02-27 15:00:00,1,7.51,711.27,66.49,115
SMBLB1,2020-02-27 20:00:00,2020-02-27 21:00:00,1,17.54,503.35,64.61,117
SMBLB1,2020-02-28 02:00:00,2020-02-28 03:00:00,1,7.69,455.19,63.2,121
SMBLB1,2020-02-28 08:00:00,2020-02-28 09:00:00,1,7.75,695.55,65.15,112
SMBLB1,2020-02-28 14:00:00,2020-02-28 15:00:00,1,14.3,549.7,89.5,114
SMBLB1,2020-02-28 20:00:00,2020-02-28 21:00:00,1,12.26,319.15,65.83,127
SMBLB1,2020-02-29 02:00:00,2020-02-29 03:00:00,1,13.53,731.73,63.98,116
SMBLB1,2020-02-29 08:00:00,2020-02-29 09:00:00,1,16.83,545.89,84.49,111
SMBLB1,2020-02-29 14:00:00,2020-02-29 15:00:00,1,14.6,787.4,88.14,116
SMBLB1,2020-02-29 20:00:00,2020-02-29 21:00:00,1,13.26,599.03,76.67,112
SMBLB1,2020-03-01 02:00:00,2020-03-01 03:00:00,1,17.05,465.27,82.47,128
SMBLB1,2020-03-01 08:00:00,2020-03-01 09:00:00,1,9.81,665.85,81.38,116
SMBLB1,2020-03-01 14:00:00,2020-03-01 15:00:00,1,17.58,703.96,62.45,126
SMBLB1,2020-03-01 20:00:00,2020-03-01 21:00:00,1,7.87,551.63,81.82,129
SMBLB1,2020-03-02 02:00:00,2020-03-02 03:00:00,1,18.66,733.01,74.55,122
SMBLB1,2020-03-02 08:00:00,2020-03-02 09:00:00,1,17.76,458.55,70.15,121
SMBLB1,2020-03-02 14:00:00,2020-03-02 15:00:00,1,17.71,512.34,73.98,129
SMBLB1,2020-03-02 20:00:00,2020-03-02 21:00:00,1,8.26,431.65,66.67,125
SMBLB1,2020-03-03 02:00:00,2020-03-03 03:00:00,1,12.07,611.01,68.88,127
SMBLB1,2020-03-03 08:00:00,2020-03-03 09:00:00,1,12.02,496.83,73.2,114
SMBLB1,2020-03-03 14:00:00,2020-03-03 15:00:00,1,11.52,358.15,68.23,124
SMBLB1,2020-03-03 20:00:00,2020-03-03 21:00:00,1,8.11,718.75,66.02,115
SMBLB1,2020-03-04 02:00:00,2020-03-04 03:00:00,1,14.29,422.22,86.68,114
SMBLB1,2020-03-04 08:00:00,2020-03-04 09:00:00,1,10.72,787.08,66.78,122
SMBLB1,2020-03-04 14:00:00,2020-03-04 15:00:00,1,19.93,571.56,79.12,116
SMBLB1,2020-03-04 20:00:00,2020-03-04 21:00:00,1,15.74,521.46,65.28,118
SMBLB1,2020-03-05 02:00:00,2020-03-05 03:00:00,1,8.03,625.0,61.73,125
SMBLB1,2020-03-05 08:00:00,2020-03-05 09:00:00,1,16.18,601.09,62.04,114
SMBLB1,2020-03-05 14:00:00,2020-03-05 15:00:00,1,12.81,370.39,76.45,113
SMBLB1,2020-03-05 20:00:00,2020-03-05 21:00:00,1,6.1,642.09,64.88,117
SMBLB1,2020-03-06 02:00:00,2020-03-06 03:00:00,1,17.24,350.44,85.11,113
SMBLB1,2020-03-06 08:00:00,2020-03-06 09:00:00,1,19.34,465.7,81.24,124
SMBLB1,2020-03-06 14:00:00,2020-03-06 15:00:00,1,12.93,629.37,82.78,120
SMBLB1,2020-03-06 20:00:00,2020-03-06 21:00:00,1,11.9,790.0,77.54,128
SMBLB1,2020-03-07 02:00:00,2020-03-07 03:00:00,1,12.85,521.95,67.46,110
SMBLB1,2020-03-07 08:00:00,2020-03-07 09:00:00,1,7.03,635.41,60.18,116
SMBLB1,2020-03-07 14:00:00,2020-03-07 15:00:00,1,10.76,319.61,83.42,123
SMBLB1,2020-03-07 20:00:00,2020-03-07 21:00:00,1,7.73,444.71,83.57,117
SMBLB1,2020-03-08 02:00:00,2020-03-08 03:00:00,1,12.22,719.12,73.86,126
SMBLB1,2020-03-08 08:00:00,2020-03-08 09:00:00,1,15.51,367.06,88.81,120
SMBLB1,2020-03-08 14:00:00,2020-03-08 15:00:00,1,9.91,569.04,61.46,125
SMBLB1,2020-03-08 20:00:00,2020-03-08 21:00:00,1,9.74,795.77,65.37,129
SMBLB1,2020-03-09 02:00:00,2020-03-09 03:00:00,1,11.51,553.81,60.5,121
SMBLB1,2020-03-09 08:00:00,2020-03-09 09:00:00,1,6.65,379.84,89.16,112
SMBLB1,2020-03-09 14:00:00,2020-03-09 15:00:00,1,7.26,384.67,89.16,111
SMBLB1,2020-03-09 20:00:00,2020-03-09 21:00:00,1,14.36,581.55,72.21,113
SMBLB1,2020-03-10 02:00:00,2020-03-10 03:00:00,1,11.12,753.13,62.03,127
SMBLB1,2020-03-10 08:00:00,2020-03-10 09:00:00,1,14.88,778.47,83.24,114
SMBLB1,2020-03-10 14:00:00,2020-03-10 15:00:00,1,19.7,521.87,71.27,115
SMBLB1,2020-03-10 20:00:00,2020-03-10 21:00:00,1,8.93,533.92,86.64,125
SMBLB1,2020-03-11 02:00:00,2020-03-11 03:00:00,1,16.35,327.31,67.34,115
SMBLB1,2020-03-11 08:00:00,2020-03-11 09:00:00,1,12.9,390.41,80.45,122
SMBLB1,2020-03-11 14:00:00,2020-03-11 15:00:00,1,10.81,524.24,87.88,110
SMBLB1,2020-03-11 20:00:00,2020-03-11 21:00:00,1,13.14,534.38,70.03,123
